,x,y,radius,orient
66,345.12200035554,91.5406160373359,70.4348,1
67,310.32900034793,86.06237247407606,72.4245,1
68,278.72100031608,80.85188607783068,75.4588,1
69,253.221000255,76.67498772883178,78.1728,1
70,238.00000015221,71.76118988840962,79.6948,1
71,234.79100003209,70.47686313815382,79.5885,1
72,243.23599991555,71.1167573847477,78.9506,2
73,271.21499972020996,77.7647367072953,76.7127,2
74,292.91099978304,80.73899693326312,74.3424,2
75,322.26999970641,83.47670050955928,72.7257,2
76,322.27,83.47670050955928,72.7257,1
77,363.30499958965004,86.22745157492608,68.9566,2
78,413.29899950006,88.84999687812068,67.2698,2
79,262.8010015049799,80.86323172050076,72.2356,2
80,-138.42199598777012,59.587882585521214,85.4956,2
81,-890.7339924768801,19.676067344201662,110.334,2
82,698.4999841076606,91.44304351037304,60.119,2
83,756.9999994149998,87.361448559803,59.4391,2
84,815.12499941875,81.68862722475085,58.4361,2
85,869.99999945125,74.38770616653875,58.1799,2
86,924.08899945911,65.51030805931566,57.803,2
87,976.49999947589,55.73932713539514,56.8954,2
88,1023.3699995313,45.37718150014885,57.1171,2
89,1064.3999995897002,35.66899870840737,57.4615,2
90,1096.7699996763,25.518165667891758,59.0324,2
91,1122.1499997462001,20.281300652438368,58.9316,2
92,1138.3999998375,16.299206988085167,59.9384,2
93,1141.0399999736,14.73781964382542,60.7905,2
94,1135.5000000554,16.734822938403827,61.0943,1
95,1121.5000001399999,19.003951472424678,61.4371,1
96,1101.8600001963998,23.741494753966776,61.553,1
97,1075.5000002636,32.618722676549815,62.9008,1
98,966.37400109126,44.160758421273606,62.7676,0
99,957.70900008665,46.39182232413627,62.8024,1
100,942.50000015209,49.06990454820103,62.3098,1
101,920.89900021601,53.127163095243695,63.4747,1
102,897.00000023899,57.57913655077924,62.8591,1
103,865.00000032,62.11739361882095,62.8591,1
104,829.9900003501,67.59053164287928,62.1318,1
105,788.0400004195,72.8055562961927,61.8657,1
106,742.0000004604,79.33837734563873,62.3724,1
107,712.18600029814,82.8368062629654,62.4503,1
108,966.3739974581201,44.160758421273606,62.7676,0
109,957.7090000866499,46.39182232413627,62.8024,1
110,942.50000015209,49.06990454820103,62.3098,1
111,920.89900021601,53.127163095243695,63.4747,1
112,897.00000023899,57.57913655077924,62.8591,1
113,865.00000032,62.11739361882095,62.8591,1
114,829.9900003501,67.59053164287928,62.1318,1
115,788.0400004195,72.8055562961927,61.8657,1
116,742.0000004604,79.33837734563873,62.3724,1
117,712.18600029814,82.8368062629654,62.4503,1
118,689.23000022956,85.51664706164404,62.7481,1
119,665.8470002338299,88.10969369389639,63.1571,1
120,642.56200023285,90.63409918799456,63.7252,1
121,499.50000143062,103.245348297949,64.9789,1
122,459.69300039807,104.77303908347854,66.2718,1
123,420.16000039533003,102.02001888957776,68.025,1
124,380.67600039484,97.21513921878861,69.8134,1
125,345.12200035554,91.5406160373359,70.4348,1
126,310.32900034793,86.06237247407606,72.4245,1
127,278.72100031608,80.85188607783068,75.4588,1
128,966.3739931234702,44.160758421273606,62.7676,0
129,957.7090000866499,46.39182232413627,62.8024,1
130,942.50000015209,49.06990454820103,62.3098,1
131,920.89900021601,53.127163095243695,63.4747,1
132,897.00000023899,57.57913655077924,62.8591,1
133,865.00000032,62.11739361882095,62.8591,1
134,829.9900003501,67.59053164287928,62.1318,1
135,788.0400004195,72.8055562961927,61.8657,1
136,742.0000004604,79.33837734563873,62.3724,1
137,712.18600029814,82.8368062629654,62.4503,1
138,689.23000022956,85.51664706164404,62.7481,1
139,966.37399722856,44.160758421273606,62.7676,0
140,957.7090000866499,46.39182232413627,62.8024,1
141,942.50000015209,49.06990454820103,62.3098,1
142,920.89900021601,53.127163095243695,63.4747,1
143,897.00000023899,57.57913655077924,62.8591,1
144,865.00000032,62.11739361882095,62.8591,1
145,829.9900003501,67.59053164287928,62.1318,1
146,788.0400004195,72.8055562961927,61.8657,1
147,742.0000004604,79.33837734563873,62.3724,1
148,712.18600029814,82.8368062629654,62.4503,1
149,689.23000022956,85.51664706164404,62.7481,1
150,665.8470002338299,88.10969369389639,63.1571,1
151,642.56200023285,90.63409918799456,63.7252,1
152,499.50000143061993,103.245348297949,64.9789,1
153,459.69300039807,104.77303908347854,66.2718,1
154,420.16000039533003,102.02001888957776,68.025,1
155,380.67600039484,97.21513921878861,69.8134,1
156,345.12200035554,91.5406160373359,70.4348,1
157,310.32900034793,86.06237247407606,72.4245,1
158,278.72100031608,80.85188607783068,75.4588,1
159,253.221000255,76.67498772883178,78.1728,1
160,238.00000015221,71.76118988840962,79.6948,1
161,234.79100003209,70.47686313815382,79.5885,1
162,243.23599991555,71.1167573847477,78.9506,2
163,271.21499972020996,77.7647367072953,76.7127,2
164,292.91099978304,80.73899693326312,74.3424,2
165,322.26999970641,83.47670050955928,72.7257,2
166,322.27,83.47670050955928,72.7257,1
167,363.30499958965004,86.22745157492608,68.9566,2
168,413.29899950006,88.84999687812068,67.2698,2
169,262.8010015049799,80.86323172050076,72.2356,2
170,-138.42199598777012,59.587882585521214,85.4956,2
171,-890.7339924768801,19.676067344201662,110.334,2
172,698.4999841076606,91.44304351037304,60.119,2
173,756.9999994149998,87.361448559803,59.4391,2
174,815.12499941875,81.68862722475085,58.4361,2
175,869.99999945125,74.38770616653875,58.1799,2
176,924.08899945911,65.51030805931566,57.803,2
177,966.37399957715,44.160758421273606,62.7676,0
178,957.7090000866499,46.39182232413627,62.8024,1
179,942.50000015209,49.06990454820103,62.3098,1
180,920.89900021601,53.127163095243695,63.4747,1
181,897.00000023899,57.57913655077924,62.8591,1
182,865.00000032,62.11739361882095,62.8591,1
183,829.9900003501,67.59053164287928,62.1318,1
184,788.0400004195,72.8055562961927,61.8657,1
185,742.0000004604,79.33837734563873,62.3724,1
186,712.18600029814,82.8368062629654,62.4503,1
187,689.23000022956,85.51664706164404,62.7481,1
188,665.8470002338299,88.10969369389639,63.1571,1
189,642.56200023285,90.63409918799456,63.7252,1
190,499.50000143061993,103.245348297949,64.9789,1
191,459.69300039807,104.77303908347854,66.2718,1
192,420.16000039533003,102.02001888957776,68.025,1
193,380.67600039484,97.21513921878861,69.8134,1
194,345.12200035554,91.5406160373359,70.4348,1
195,310.32900034793,86.06237247407606,72.4245,1
196,278.72100031608,80.85188607783068,75.4588,1
197,253.221000255,76.67498772883178,78.1728,1
198,238.00000015221,71.76118988840962,79.6948,1
199,234.79100003209,70.47686313815382,79.5885,1
200,243.23599991555,71.1167573847477,78.9506,2
201,966.3739927686202,44.160758421273606,62.7676,0
202,957.7090000866499,46.39182232413627,62.8024,1
203,942.50000015209,49.06990454820103,62.3098,1
204,920.89900021601,53.127163095243695,63.4747,1
205,897.00000023899,57.57913655077924,62.8591,1
206,865.00000032,62.11739361882095,62.8591,1
207,829.9900003501,67.59053164287928,62.1318,1
208,788.0400004195,72.8055562961927,61.8657,1
209,966.3739982166601,44.160758421273606,62.7676,0
210,957.7090000866499,46.39182232413627,62.8024,1
211,942.50000015209,49.06990454820103,62.3098,1
212,920.89900021601,53.127163095243695,63.4747,1
213,897.00000023899,57.57913655077924,62.8591,1
214,865.00000032,62.11739361882095,62.8591,1
215,829.9900003501,67.59053164287928,62.1318,1
216,788.0400004195,72.8055562961927,61.8657,1
217,742.0000004604,79.33837734563873,62.3724,1
218,712.18600029814,82.8368062629654,62.4503,1
219,689.23000022956,85.51664706164404,62.7481,1
220,665.8470002338299,88.10969369389639,63.1571,1
221,642.56200023285,90.63409918799456,63.7252,1
222,966.3739967618801,44.160758421273606,62.7676,0
223,957.7090000866499,46.39182232413627,62.8024,1
224,942.50000015209,49.06990454820103,62.3098,1
225,920.89900021601,53.127163095243695,63.4747,1
226,897.00000023899,57.57913655077924,62.8591,1
227,865.00000032,62.11739361882095,62.8591,1
228,829.9900003501,67.59053164287928,62.1318,1
229,788.0400004195,72.8055562961927,61.8657,1
230,742.0000004604,79.33837734563873,62.3724,1
231,712.18600029814,82.8368062629654,62.4503,1
232,689.23000022956,85.51664706164404,62.7481,1
233,665.8470002338299,88.10969369389639,63.1571,1
234,642.56200023285,90.63409918799456,63.7252,1
235,499.50000143062,103.245348297949,64.9789,1
236,459.69300039807,104.77303908347854,66.2718,1
237,420.16000039533003,102.02001888957776,68.025,1
238,380.67600039484,97.21513921878861,69.8134,1
239,345.12200035554,91.5406160373359,70.4348,1
240,310.32900034793,86.06237247407606,72.4245,1
241,278.72100031608,80.85188607783068,75.4588,1
242,253.221000255,76.67498772883178,78.1728,1
243,238.00000015221,71.76118988840962,79.6948,1
244,234.79100003209,70.47686313815382,79.5885,1
245,243.23599991555,71.1167573847477,78.9506,2
246,271.21499972020996,77.7647367072953,76.7127,2
